timestamp,energy_net,energy_total,electricity_net,electricity_total,fuelOil_total,naturalGas_total,propane_total
"(1, 0)",5994.623231379032,1646448.6175645161,1557.896320596774,426397.5033145161,16466.616941048385,1006254.1135129032,197329.8539564516
"(1, 1)",5846.478884153225,1603540.8588548386,1320.9008284959677,387100.85840806447,16237.108830725807,1005377.3457725806,194824.02950241938
"(1, 2)",5859.153540653226,1547263.1699435485,1229.670158805645,357637.07778467744,15448.16926233871,984290.621923387,189885.3165217742
"(1, 3)",5922.347130112903,1523362.5355967742,1174.1342867596775,344428.6181975806,15402.55411919355,976777.3616588709,186754.28665
"(1, 4)",6237.564257709678,1553981.4754758063,1213.0470837387097,344167.2631580645,15302.110270645162,1005257.0355282257,189251.98256854838
"(1, 5)",6973.0216735,1588207.0676370966,1223.2536869991936,349236.1216419355,14846.76860069355,1027151.9666975806,196970.1364685484
"(1, 6)",7098.706103677419,1651049.1797016128,1245.1489696258066,363155.569658871,14826.30362048387,1063351.4117241935,209716.70910564516
"(1, 7)",7145.563647145162,1739092.811798387,1345.432214919355,385175.6610596774,15226.968809193548,1117622.5608774193,221066.1807104839
"(1, 8)",7513.465753169355,1830317.372903226,1485.1339985806453,418307.5761766129,15627.04112483871,1166003.3579596775,230376.560008871
"(1, 9)",7815.917233104839,1898889.3361612905,1730.996562653226,447650.2893451613,16443.550416532256,1193733.9744532257,241058.2269217742
"(1, 10)",7289.3890658790315,1907635.8065806453,1492.6888767104838,459280.13673790323,17108.45083330645,1188679.1625266129,242564.91898951613
"(1, 11)",6282.595112475807,1837778.801532258,866.612279263871,454218.4386887097,17199.91060064516,1137367.5245346776,228991.40798870966
"(1, 12)",5267.421396008064,1732616.6317903227,313.36634721144355,436562.54790564516,16141.878942096775,1064794.1524669356,215116.784625
"(1, 13)",4315.912820233872,1604077.440669355,-200.1681461023387,410584.8114266129,14719.072638064516,978913.4390024194,199858.82277096776
"(1, 14)",3738.5967524596776,1500361.9769193549,-475.42033814545965,389453.17682258063,14670.281963467742,912298.7321370967,183937.34653225806
